id_elemento,descripcion,activo
0002,MERCADERIA SEPARADA,true
0003,MERCADERIA EN DEMOSTRACION,true
0004,ALMACEN CONTRAMUESTRA,true
0005,ALMACEN COLOPLAST,true
0007,MERCADERIA VENCIDO  Y/O  DETER,true
0010,ALMACEN CUARENTENA,true
0015,ALMACEN CALLAO,true
0016,ALMACEN MAXIMO ABRIL,true
0017,ALMACEN SERVICIO TECNICO,true
0018,ALMACEN ACTIVO FIJO,true
0020,ALMACEN DIFERENCIAS INVENTARIO,true
